Timestamp, P1rms (A), P2rms (A), P3rms (A), P4rms (A), P5rms (A), Vrms (V), P1 theta, P2 theta, P3 theta, P4 theta, P5 theta
Mon Sep 30 00:00:40 2013, 116, 117, 383, 368, 378, 42, 29, 28, 0, 0, 30
Mon Sep 30 00:00:41 2013, 114, 116, 380, 367, 377, 42, 8, 8, 0, 0, 30
Mon Sep 30 00:00:42 2013, 114, 116, 370, 363, 376, 42, 8, 8, 0, 0, 30
Mon Sep 30 00:00:43 2013, 83, 71, 274, 228, 229, 42, 8, 8, 0, 0, 56
Mon Sep 30 00:00:00 2013, 92, 73, 305, 235, 232, 42, 8, 8, 0, 0, 58
Mon Sep 30 00:00:01 2013, 109, 79, 355, 351, 372, 42, 8, 8, 0, 0, 28
Mon Sep 30 00:00:02 2013, 81, 108, 340, 352, 369, 42, 8, 8, 0, 0, 28
Mon Sep 30 00:00:03 2013, 82, 107, 305, 358, 386, 42, 9, 8, 0, 0, 32
Mon Sep 30 00:00:04 2013, 73, 107, 276, 341, 381, 42, 8, 8, 0, 0, 30
Mon Sep 30 00:00:05 2013, 40, 86, 264, 315, 374, 42, 8, 8, 0, 0, 28
Mon Sep 30 00:00:06 2013, 41, 63, 269, 276, 362, 42, 8, 8, 0, 0, 26
Mon Sep 30 00:00:07 2013, 40, 40, 255, 243, 332, 42, 8, 8, 0, 0, 18
Mon Sep 30 00:00:08 2013, 35, 35, 275, 258, 293, 42, 8, 8, 0, 0, 8
Mon Sep 30 00:00:09 2013, 41, 36, 268, 240, 253, 42, 8, 8, 0, 0, 62
Mon Sep 30 00:00:10 2013, 108, 110, 418, 399, 407, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:11 2013, 39, 36, 299, 269, 269, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:12 2013, 44, 37, 299, 262, 270, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:13 2013, 45, 38, 314, 281, 280, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:14 2013, 29, 32, 431, 403, 416, 42, 7, 7, 0, 0, 40
Mon Sep 30 00:00:15 2013, 41, 41, 420, 398, 406, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:16 2013, 33, 35, 422, 403, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:17 2013, 39, 50, 392, 388, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:18 2013, 109, 109, 294, 276, 287, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:19 2013, 107, 108, 292, 275, 285, 42, 10, 10, 0, 0, 6
Mon Sep 30 00:00:20 2013, 34, 33, 423, 403, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:21 2013, 32, 31, 425, 406, 415, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:22 2013, 42, 43, 415, 394, 399, 42, 8, 8, 0, 0, 34
Mon Sep 30 00:00:23 2013, 38, 71, 396, 396, 411, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:24 2013, 105, 106, 308, 289, 298, 42, 8, 8, 0, 0, 10
Mon Sep 30 00:00:25 2013, 39, 38, 409, 390, 396, 42, 8, 8, 0, 0, 34
Mon Sep 30 00:00:26 2013, 44, 47, 410, 392, 400, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:27 2013, 88, 102, 307, 279, 290, 42, 8, 8, 0, 0, 8
Mon Sep 30 00:00:28 2013, 108, 109, 423, 407, 417, 42, 1, 2, 0, 0, 40
Mon Sep 30 00:00:29 2013, 109, 112, 350, 381, 405, 42, 27, 27, 0, 0, 36
Mon Sep 30 00:00:30 2013, 52, 39, 323, 286, 275, 42, 8, 8, 0, 0, 4
Mon Sep 30 00:00:31 2013, 65, 47, 346, 292, 286, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:32 2013, 80, 56, 321, 278, 267, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:33 2013, 99, 60, 340, 279, 266, 42, 9, 8, 0, 0, 2
Mon Sep 30 00:00:34 2013, 74, 50, 376, 326, 311, 42, 8, 8, 0, 0, 12
Mon Sep 30 00:00:35 2013, 97, 59, 393, 319, 311, 42, 8, 8, 0, 0, 12
Mon Sep 30 00:00:36 2013, 92, 56, 409, 325, 274, 42, 8, 8, 0, 0, 4
Mon Sep 30 00:00:37 2013, 107, 91, 431, 380, 343, 42, 8, 7, 0, 0, 20
Mon Sep 30 00:00:38 2013, 106, 93, 432, 396, 335, 42, 8, 8, 0, 0, 18
Mon Sep 30 00:00:39 2013, 103, 104, 433, 410, 374, 42, 7, 7, 0, 0, 28
Mon Sep 30 00:00:40 2013, 30, 31, 437, 411, 408, 42, 7, 7, 0, 0, 38
Mon Sep 30 00:00:41 2013, 31, 32, 436, 417, 424, 42, 7, 6, 0, 0, 42
Mon Sep 30 00:00:42 2013, 34, 33, 438, 407, 416, 42, 5, 5, 0, 0, 40
Mon Sep 30 00:00:43 2013, 32, 44, 403, 398, 414, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:00 2013, 88, 86, 363, 336, 343, 43, 8, 8, 0, 0, 20
Mon Sep 30 00:00:01 2013, 104, 106, 307, 282, 300, 43, 6, 6, 0, 0, 10
Mon Sep 30 00:00:02 2013, 31, 26, 435, 414, 418, 43, 7, 7, 0, 0, 40
Mon Sep 30 00:00:03 2013, 32, 36, 423, 403, 409, 43, 8, 8, 0, 0, 38
Mon Sep 30 00:00:04 2013, 46, 45, 417, 393, 401, 43, 8, 8, 0, 0, 36
Mon Sep 30 00:00:05 2013, 58, 89, 385, 383, 401, 43, 4, 4, 0, 0, 36
Mon Sep 30 00:00:06 2013, 111, 111, 265, 243, 251, 43, 8, 8, 0, 0, 62
Mon Sep 30 00:00:07 2013, 51, 51, 409, 387, 394, 43, 8, 8, 0, 0, 34
Mon Sep 30 00:00:08 2013, 61, 60, 401, 379, 387, 43, 8, 8, 0, 0, 32
Mon Sep 30 00:00:09 2013, 110, 116, 248, 224, 236, 43, 8, 8, 0, 0, 58
Mon Sep 30 00:00:10 2013, 41, 60, 425, 389, 403, 43, 8, 8, 0, 0, 36
Mon Sep 30 00:00:11 2013, 110, 108, 419, 396, 347, 43, 8, 9, 0, 0, 22
Mon Sep 30 00:00:12 2013, 48, 43, 271, 257, 292, 43, 8, 8, 0, 0, 8
Mon Sep 30 00:00:13 2013, 111, 110, 417, 397, 407, 43, 8, 8, 0, 0, 36
Mon Sep 30 00:00:14 2013, 109, 111, 419, 395, 369, 43, 8, 8, 0, 0, 28
Mon Sep 30 00:00:15 2013, 108, 110, 412, 395, 396, 43, 8, 8, 0, 0, 34
Mon Sep 30 00:00:16 2013, 107, 109, 415, 396, 403, 43, 8, 9, 0, 0, 36
Mon Sep 30 00:00:17 2013, 110, 111, 420, 396, 396, 43, 8, 9, 0, 0, 34
Mon Sep 30 00:00:18 2013, 71, 55, 288, 251, 261, 43, 8, 8, 0, 0, 0
Mon Sep 30 00:00:19 2013, 47, 44, 290, 257, 255, 43, 12, 12, 0, 0, 62
Mon Sep 30 00:00:20 2013, 55, 47, 305, 266, 256, 43, 8, 8, 0, 0, 0
Mon Sep 30 00:00:21 2013, 63, 49, 328, 276, 269, 43, 8, 8, 0, 0, 2
Mon Sep 30 00:00:22 2013, 98, 106, 365, 380, 396, 43, 8, 8, 0, 0, 34
Mon Sep 30 00:00:23 2013, 53, 48, 383, 377, 394, 43, 9, 10, 0, 0, 34
Mon Sep 30 00:00:24 2013, 57, 98, 299, 356, 389, 43, 8, 8, 0, 0, 32
Mon Sep 30 00:00:25 2013, 109, 88, 420, 386, 403, 43, 8, 8, 0, 0, 36
Mon Sep 30 00:00:26 2013, 43, 44, 424, 401, 409, 43, 8, 8, 0, 0, 38
Mon Sep 30 00:00:27 2013, 55, 58, 413, 392, 400, 43, 8, 8, 0, 0, 36
Mon Sep 30 00:00:28 2013, 48, 73, 352, 356, 381, 43, 7, 6, 0, 0, 30
Mon Sep 30 00:00:29 2013, 104, 107, 325, 303, 316, 43, 8, 8, 0, 0, 14
Mon Sep 30 00:00:30 2013, 100, 99, 324, 303, 311, 43, 8, 8, 0, 0, 12
Mon Sep 30 00:00:31 2013, 33, 32, 440, 417, 422, 43, 3, 2, 0, 0, 40
Mon Sep 30 00:00:32 2013, 32, 33, 440, 419, 426, 43, 1, 3, 0, 0, 42
Mon Sep 30 00:00:33 2013, 34, 35, 439, 419, 426, 43, 7, 7, 0, 0, 42
Mon Sep 30 00:00:34 2013, 31, 70, 417, 402, 415, 43, 8, 8, 0, 0, 38
Mon Sep 30 00:00:35 2013, 108, 108, 291, 264, 267, 43, 8, 9, 0, 0, 2
Mon Sep 30 00:00:36 2013, 39, 39, 426, 406, 410, 43, 3, 4, 0, 0, 38
Mon Sep 30 00:00:37 2013, 45, 45, 426, 406, 413, 43, 2, 2, 0, 0, 38
Mon Sep 30 00:00:38 2013, 97, 101, 313, 294, 305, 43, 8, 8, 0, 0, 12
Mon Sep 30 00:00:39 2013, 86, 59, 370, 287, 272, 43, 8, 8, 0, 0, 4
Mon Sep 30 00:00:40 2013, 106, 112, 392, 298, 260, 43, 12, 12, 0, 0, 0
Mon Sep 30 00:00:41 2013, 108, 91, 427, 347, 300, 43, 8, 8, 0, 0, 10
Mon Sep 30 00:00:42 2013, 112, 103, 415, 363, 295, 43, 8, 8, 0, 0, 8
Mon Sep 30 00:00:43 2013, 114, 115, 417, 391, 331, 43, 8, 8, 0, 0, 18
Mon Sep 30 00:00:00 2013, 112, 112, 425, 405, 372, 42, 7, 8, 0, 0, 28
Mon Sep 30 00:00:01 2013, 109, 109, 426, 348, 310, 42, 8, 8, 0, 0, 12
Mon Sep 30 00:00:02 2013, 108, 108, 431, 413, 390, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:03 2013, 109, 110, 419, 395, 381, 42, 8, 8, 0, 0, 30
Mon Sep 30 00:00:04 2013, 42, 39, 422, 402, 406, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:05 2013, 42, 42, 257, 227, 232, 42, 8, 8, 0, 0, 58
Mon Sep 30 00:00:06 2013, 111, 110, 427, 406, 410, 42, 9, 8, 0, 0, 38
Mon Sep 30 00:00:07 2013, 114, 114, 411, 394, 404, 42, 9, 9, 0, 0, 36
Mon Sep 30 00:00:08 2013, 38, 38, 426, 404, 411, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:09 2013, 34, 36, 431, 408, 413, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:10 2013, 39, 57, 374, 364, 405, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:11 2013, 108, 108, 290, 271, 268, 42, 3, 3, 0, 0, 2
Mon Sep 30 00:00:12 2013, 103, 107, 300, 278, 285, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:13 2013, 42, 42, 424, 403, 407, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:14 2013, 39, 40, 426, 403, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:15 2013, 40, 41, 425, 408, 412, 42, 9, 9, 0, 0, 38
Mon Sep 30 00:00:16 2013, 45, 81, 391, 392, 411, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:17 2013, 104, 106, 323, 301, 310, 42, 8, 8, 0, 0, 12
Mon Sep 30 00:00:18 2013, 46, 45, 422, 400, 405, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:19 2013, 44, 46, 417, 393, 406, 42, 2, 2, 0, 0, 36
Mon Sep 30 00:00:20 2013, 107, 112, 257, 230, 246, 42, 8, 8, 0, 0, 60
Mon Sep 30 00:00:21 2013, 105, 107, 438, 418, 426, 42, 8, 9, 0, 0, 42
Mon Sep 30 00:00:22 2013, 107, 108, 251, 268, 373, 42, 8, 9, 0, 0, 28
Mon Sep 30 00:00:23 2013, 44, 44, 313, 288, 289, 42, 13, 13, 0, 0, 8
Mon Sep 30 00:00:24 2013, 46, 35, 332, 294, 290, 42, 8, 8, 0, 0, 8
Mon Sep 30 00:00:25 2013, 52, 40, 322, 285, 282, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:26 2013, 54, 41, 334, 291, 287, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:27 2013, 33, 32, 329, 295, 295, 42, 11, 11, 0, 0, 8
Mon Sep 30 00:00:28 2013, 106, 65, 308, 285, 290, 42, 8, 8, 0, 0, 8
Mon Sep 30 00:00:29 2013, 86, 51, 400, 397, 409, 42, 7, 8, 0, 0, 38
Mon Sep 30 00:00:30 2013, 56, 52, 401, 298, 259, 42, 7, 7, 0, 0, 0
Mon Sep 30 00:00:31 2013, 112, 96, 395, 392, 408, 42, 8, 7, 0, 0, 38
Mon Sep 30 00:00:32 2013, 43, 76, 259, 285, 373, 42, 8, 9, 0, 0, 28
Mon Sep 30 00:00:33 2013, 44, 55, 258, 242, 342, 42, 8, 8, 0, 0, 20
Mon Sep 30 00:00:34 2013, 41, 39, 427, 408, 414, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:35 2013, 40, 39, 431, 408, 413, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:36 2013, 44, 58, 385, 368, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:37 2013, 109, 110, 272, 253, 260, 42, 8, 8, 0, 0, 0
Mon Sep 30 00:00:38 2013, 109, 110, 266, 245, 265, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:39 2013, 41, 40, 429, 406, 413, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:40 2013, 46, 46, 420, 397, 408, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:41 2013, 45, 46, 425, 403, 409, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:42 2013, 49, 84, 375, 386, 406, 42, 8, 9, 0, 0, 36
Mon Sep 30 00:00:43 2013, 105, 105, 315, 292, 299, 42, 8, 8, 0, 0, 10
Mon Sep 30 00:00:00 2013, 49, 49, 418, 395, 403, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:01 2013, 48, 48, 420, 396, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:02 2013, 108, 112, 265, 246, 250, 42, 6, 5, 0, 0, 62
Mon Sep 30 00:00:03 2013, 108, 85, 361, 280, 266, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:04 2013, 112, 105, 401, 304, 271, 42, 8, 8, 0, 0, 2
Mon Sep 30 00:00:05 2013, 112, 113, 243, 227, 325, 42, 8, 8, 0, 0, 16
Mon Sep 30 00:00:06 2013, 46, 84, 270, 295, 380, 42, 6, 7, 0, 0, 30
Mon Sep 30 00:00:07 2013, 46, 61, 259, 243, 345, 42, 8, 8, 0, 0, 22
Mon Sep 30 00:00:08 2013, 48, 49, 247, 229, 303, 42, 8, 8, 0, 0, 10
Mon Sep 30 00:00:09 2013, 112, 111, 421, 380, 313, 42, 8, 8, 0, 0, 14
Mon Sep 30 00:00:10 2013, 112, 111, 423, 403, 408, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:11 2013, 110, 111, 420, 397, 407, 42, 8, 9, 0, 0, 36
Mon Sep 30 00:00:12 2013, 108, 111, 419, 404, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:13 2013, 107, 109, 414, 401, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:14 2013, 104, 107, 412, 401, 410, 42, 7, 7, 0, 0, 38
Mon Sep 30 00:00:15 2013, 103, 107, 420, 401, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:16 2013, 106, 108, 406, 398, 408, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:17 2013, 106, 110, 393, 390, 405, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:18 2013, 104, 110, 382, 388, 405, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:19 2013, 96, 108, 360, 385, 408, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:20 2013, 66, 103, 304, 363, 398, 42, 8, 8, 0, 0, 34
Mon Sep 30 00:00:21 2013, 91, 108, 281, 342, 389, 42, 14, 14, 0, 0, 32
Mon Sep 30 00:00:22 2013, 44, 75, 260, 272, 368, 42, 8, 9, 0, 0, 28
Mon Sep 30 00:00:23 2013, 43, 54, 253, 238, 342, 42, 8, 8, 0, 0, 20
Mon Sep 30 00:00:24 2013, 56, 56, 235, 216, 281, 42, 8, 8, 0, 0, 6
Mon Sep 30 00:00:25 2013, 54, 52, 242, 224, 224, 42, 8, 8, 0, 0, 56
Mon Sep 30 00:00:26 2013, 118, 118, 217, 198, 201, 42, 8, 8, 0, 40, 50
Mon Sep 30 00:00:27 2013, 114, 114, 415, 394, 381, 42, 8, 9, 0, 0, 30
Mon Sep 30 00:00:28 2013, 116, 115, 417, 394, 331, 42, 8, 8, 0, 0, 18
Mon Sep 30 00:00:29 2013, 44, 44, 426, 401, 410, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:30 2013, 49, 49, 420, 398, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:31 2013, 50, 49, 418, 395, 402, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:32 2013, 52, 84, 384, 390, 409, 42, 8, 9, 0, 0, 38
Mon Sep 30 00:00:33 2013, 112, 112, 252, 232, 238, 42, 8, 8, 0, 0, 58
Mon Sep 30 00:00:34 2013, 111, 111, 257, 235, 249, 42, 8, 8, 0, 0, 62
Mon Sep 30 00:00:35 2013, 64, 64, 406, 384, 390, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:36 2013, 62, 61, 408, 384, 390, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:37 2013, 64, 63, 404, 382, 390, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:38 2013, 53, 87, 387, 390, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:39 2013, 113, 114, 242, 221, 223, 42, 8, 8, 0, 0, 54
Mon Sep 30 00:00:40 2013, 65, 67, 410, 384, 392, 42, 3, 2, 0, 0, 34
Mon Sep 30 00:00:41 2013, 60, 61, 393, 368, 376, 42, 2, 2, 0, 0, 30
Mon Sep 30 00:00:42 2013, 117, 117, 229, 221, 230, 42, 8, 8, 0, 0, 56
Mon Sep 30 00:00:43 2013, 118, 119, 399, 378, 374, 42, 8, 8, 0, 0, 28
Mon Sep 30 00:00:00 2013, 112, 115, 420, 399, 393, 42, 8, 8, 0, 0, 34
Mon Sep 30 00:00:01 2013, 50, 48, 243, 228, 233, 42, 8, 8, 0, 0, 58
Mon Sep 30 00:00:02 2013, 67, 67, 214, 202, 213, 42, 11, 11, 0, 39, 52
Mon Sep 30 00:00:03 2013, 67, 62, 235, 213, 228, 42, 5, 5, 0, 38, 56
Mon Sep 30 00:00:04 2013, 62, 56, 242, 200, 201, 42, 8, 8, 0, 39, 51
Mon Sep 30 00:00:05 2013, 56, 51, 245, 221, 219, 42, 8, 8, 0, 0, 54
Mon Sep 30 00:00:06 2013, 110, 114, 372, 377, 394, 42, 8, 9, 0, 0, 34
Mon Sep 30 00:00:07 2013, 93, 75, 265, 317, 372, 42, 8, 8, 0, 0, 28
Mon Sep 30 00:00:08 2013, 95, 74, 326, 228, 222, 42, 8, 8, 0, 0, 54
Mon Sep 30 00:00:09 2013, 110, 87, 367, 264, 233, 42, 8, 8, 0, 0, 58
Mon Sep 30 00:00:10 2013, 71, 82, 313, 239, 227, 42, 8, 7, 0, 0, 56
Mon Sep 30 00:00:11 2013, 96, 84, 372, 280, 261, 42, 9, 7, 0, 0, 0
Mon Sep 30 00:00:12 2013, 109, 82, 397, 287, 243, 42, 8, 8, 0, 0, 60
Mon Sep 30 00:00:13 2013, 53, 52, 420, 391, 385, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:14 2013, 78, 79, 380, 356, 363, 42, 7, 7, 0, 0, 26
Mon Sep 30 00:00:15 2013, 70, 100, 340, 360, 381, 42, 8, 9, 0, 0, 30
Mon Sep 30 00:00:16 2013, 111, 112, 253, 236, 245, 42, 8, 8, 0, 0, 60
Mon Sep 30 00:00:17 2013, 111, 112, 253, 231, 252, 42, 7, 6, 0, 0, 62
Mon Sep 30 00:00:18 2013, 46, 46, 427, 404, 411, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:19 2013, 45, 44, 430, 407, 413, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:20 2013, 54, 58, 403, 380, 387, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:21 2013, 53, 89, 391, 392, 406, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:22 2013, 110, 110, 263, 233, 244, 42, 8, 9, 0, 0, 60
Mon Sep 30 00:00:23 2013, 76, 77, 389, 366, 375, 42, 16, 16, 0, 0, 28
Mon Sep 30 00:00:24 2013, 81, 80, 378, 355, 364, 42, 8, 8, 0, 0, 26
Mon Sep 30 00:00:25 2013, 117, 114, 233, 212, 226, 42, 8, 8, 0, 38, 56
Mon Sep 30 00:00:26 2013, 109, 111, 260, 236, 241, 42, 8, 8, 0, 0, 60
Mon Sep 30 00:00:27 2013, 103, 76, 383, 380, 403, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:28 2013, 112, 93, 398, 378, 390, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:29 2013, 58, 102, 318, 232, 241, 42, 5, 6, 0, 0, 60
Mon Sep 30 00:00:30 2013, 118, 115, 364, 247, 212, 42, 7, 7, 0, 0, 53
Mon Sep 30 00:00:31 2013, 55, 72, 423, 324, 255, 42, 8, 8, 0, 0, 62
Mon Sep 30 00:00:32 2013, 74, 96, 231, 194, 283, 42, 8, 9, 0, 40, 6
Mon Sep 30 00:00:33 2013, 43, 47, 260, 235, 323, 42, 8, 8, 0, 0, 16
Mon Sep 30 00:00:34 2013, 39, 39, 246, 225, 289, 42, 8, 8, 0, 0, 8
Mon Sep 30 00:00:35 2013, 115, 112, 412, 382, 308, 42, 8, 8, 0, 0, 12
Mon Sep 30 00:00:36 2013, 42, 44, 430, 406, 415, 42, 8, 8, 0, 0, 38
Mon Sep 30 00:00:37 2013, 71, 71, 399, 377, 384, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:38 2013, 83, 98, 362, 371, 388, 42, 8, 9, 0, 0, 32
Mon Sep 30 00:00:39 2013, 114, 115, 232, 204, 214, 42, 8, 9, 0, 39, 52
Mon Sep 30 00:00:40 2013, 114, 115, 227, 205, 223, 42, 8, 8, 0, 39, 54
Mon Sep 30 00:00:41 2013, 64, 65, 404, 381, 388, 42, 8, 8, 0, 0, 32
Mon Sep 30 00:00:42 2013, 47, 48, 424, 401, 407, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:43 2013, 69, 67, 418, 395, 404, 42, 8, 8, 0, 0, 36
Mon Sep 30 00:00:00 2013, 66, 83, 353, 355, 381, 44, 8, 8, 0, 0, 30
Mon Sep 30 00:00:01 2013, 109, 110, 254, 236, 235, 44, 8, 8, 0, 0, 58
Mon Sep 30 00:00:02 2013, 72, 72, 399, 376, 383, 44, 16, 16, 0, 0, 30
Mon Sep 30 00:00:03 2013, 55, 55, 417, 394, 401, 44, 8, 8, 0, 0, 36
Mon Sep 30 00:00:04 2013, 105, 107, 331, 326, 344, 44, 8, 8, 0, 0, 22
Mon Sep 30 00:00:05 2013, 40, 30, 400, 400, 435, 44, 3, 6, 0, 0, 44
Mon Sep 30 00:00:06 2013, 73, 75, 445, 431, 420, 44, 8, 8, 0, 0, 40
Mon Sep 30 00:00:07 2013, 38, 29, 375, 348, 368, 44, 4, 3, 0, 0, 28
Mon Sep 30 00:00:08 2013, 65, 64, 454, 429, 429, 44, 8, 8, 0, 0, 42
Mon Sep 30 00:00:09 2013, 59, 61, 454, 430, 434, 44, 9, 9, 0, 0, 44
Mon Sep 30 00:00:10 2013, 98, 97, 458, 426, 411, 44, 15, 15, 0, 0, 38
Mon Sep 30 00:00:11 2013, 99, 99, 448, 428, 437, 44, 8, 8, 0, 0, 44
Mon Sep 30 00:00:12 2013, 35, 35, 364, 330, 338, 44, 7, 7, 0, 0, 20
Mon Sep 30 00:00:13 2013, 32, 36, 451, 432, 439, 44, 7, 7, 0, 0, 44
Mon Sep 30 00:00:14 2013, 36, 37, 454, 429, 438, 44, 3, 3, 0, 0, 44
Mon Sep 30 00:00:15 2013, 33, 37, 454, 428, 437, 44, 6, 7, 0, 0, 44
Mon Sep 30 00:00:16 2013, 36, 31, 450, 431, 436, 44, 7, 2, 0, 0, 44
Mon Sep 30 00:00:17 2013, 88, 90, 367, 346, 355, 44, 8, 8, 0, 0, 24
Mon Sep 30 00:00:18 2013, 84, 86, 371, 347, 365, 44, 8, 8, 0, 0, 26
Mon Sep 30 00:00:19 2013, 38, 38, 456, 429, 438, 44, 2, 6, 0, 0, 44
Mon Sep 30 00:00:20 2013, 40, 37, 454, 432, 438, 44, 3, 4, 0, 0, 44
Mon Sep 30 00:00:21 2013, 39, 44, 454, 432, 435, 44, 4, 3, 0, 0, 44
Mon Sep 30 00:00:22 2013, 34, 30, 450, 432, 437, 44, 7, 8, 0, 0, 44
Mon Sep 30 00:00:23 2013, 87, 89, 374, 351, 357, 44, 8, 8, 0, 0, 24
Mon Sep 30 00:00:24 2013, 36, 34, 452, 430, 438, 44, 7, 6, 0, 0, 44
Mon Sep 30 00:00:25 2013, 35, 36, 455, 432, 437, 44, 7, 8, 0, 0, 44
Mon Sep 30 00:00:26 2013, 65, 79, 360, 339, 349, 44, 8, 8, 0, 0, 22
Mon Sep 30 00:00:27 2013, 86, 88, 455, 435, 441, 44, 8, 8, 0, 0, 46
Mon Sep 30 00:00:28 2013, 87, 90, 456, 433, 439, 44, 8, 8, 0, 0, 44
Mon Sep 30 00:00:29 2013, 37, 32, 369, 335, 346, 44, 8, 7, 0, 0, 22
Mon Sep 30 00:00:30 2013, 34, 33, 379, 344, 349, 44, 8, 8, 0, 0, 22
Mon Sep 30 00:00:31 2013, 34, 37, 381, 338, 338, 44, 9, 9, 0, 0, 20
Mon Sep 30 00:00:32 2013, 35, 35, 386, 347, 344, 44, 7, 7, 0, 0, 22
Mon Sep 30 00:00:33 2013, 31, 33, 403, 362, 352, 44, 7, 7, 0, 0, 24
Mon Sep 30 00:00:34 2013, 62, 80, 447, 433, 441, 44, 8, 8, 0, 0, 46
Mon Sep 30 00:00:35 2013, 49, 77, 432, 429, 439, 44, 8, 8, 0, 0, 44
Mon Sep 30 00:00:36 2013, 41, 41, 459, 435, 445, 44, 1, 2, 0, 0, 46
Mon Sep 30 00:00:37 2013, 42, 41, 454, 429, 437, 44, 1, 3, 0, 0, 44
Mon Sep 30 00:00:38 2013, 35, 30, 451, 430, 439, 44, 2, 2, 0, 0, 44
Mon Sep 30 00:00:39 2013, 85, 87, 376, 352, 358, 44, 8, 8, 0, 0, 24
Mon Sep 30 00:00:40 2013, 78, 83, 375, 352, 359, 44, 8, 8, 0, 0, 24
Mon Sep 30 00:00:41 2013, 39, 43, 454, 433, 439, 44, 3, 2, 0, 0, 44
Mon Sep 30 00:00:42 2013, 42, 43, 453, 432, 438, 44, 1, 4, 0, 0, 44
Mon Sep 30 00:00:43 2013, 43, 42, 457, 433, 439, 44, 4, 4, 0, 0, 44
Mon Sep 30 00:00:00 2013, 36, 30, 453, 432, 441, 44, 7, 7, 0, 0, 46
Mon Sep 30 00:00:01 2013, 93, 94, 372, 346, 354, 44, 8, 8, 0, 0, 24
Mon Sep 30 00:00:02 2013, 35, 34, 455, 431, 436, 44, 7, 6, 0, 0, 44
Mon Sep 30 00:00:03 2013, 36, 34, 457, 432, 441, 44, 3, 2, 0, 0, 46
